ESN,Cycles,Snapshot,Cumulative_WWs,Cumulative_HPC_SVs,Cumulative_HPT_SVs,Sensed_Altitude,Sensed_Mach,Sensed_Pamb,Sensed_Pt2,Sensed_TAT,Sensed_WFuel,Sensed_VAFN,Sensed_VBV,Sensed_Fan_Speed,Sensed_Core_Speed,Sensed_T25,Sensed_T3,Sensed_Ps3,Sensed_T45,Sensed_P25,Sensed_T5,Cycles_to_WW,Cycles_to_HPC_SV,Cycles_to_HPT_SV
101,0,1,0,0,0,0.1456212951357804,-0.4695729691127341,-0.11516593627705482,-0.16785997373153036,0.8750015191700082,0.1823421477704148,-0.6043737472777948,-0.022359282887301712,0.4758181095037849,1.183706151534682,0.21497761486225864,0.7841066150400271,0.619511194927102,0.3780973546221536,0.09146016768732218,0.3381889627585385,910,8510,4090
101,0,2,0,0,0,0.14200599087937213,-0.10897830808539596,-0.11106983447449423,-0.22328930818050152,0.7973365028573969,0.19949140828153566,-0.056916111384810945,-0.049861290782789516,0.45884610992881203,1.0649633716215636,0.7319954868548708,0.7285237669900195,0.49893140731787344,0.3264603005379994,0.16629247269586714,0.298781632774961,910,8510,4090
101,0,3,0,0,0,-0.47917452710227315,-0.4646132513902247,0.4763436052852401,0.46591227821690434,0.8471110409043036,0.3434690854210814,0.315664996033225,-0.0667921872057809,0.3839375503404571,0.7910882527939898,-0.003804747923917055,0.7011406035600254,0.6195108017397211,0.24832101988468464,0.3922045871499402,0.32762422710354533,910,8510,4090
101,0,4,0,0,0,-0.45479009225322237,0.24320720623283135,0.4798098777955573,0.5010559085526752,0.46346112324816924,-0.351979166655033,-0.005726379828010616,-0.10660856192908444,0.2480388344385169,0.6840854093538712,0.3171963644995971,0.4375043847965776,0.6130835881848798,-0.4238119850726998,0.06584368386620665,-0.3585986359112123,910,8510,4090
101,0,6,0,0,0,-1.3342395738490191,-0.6799849090560562,1.3756201313575005,1.3490901687292132,1.3977089666554283,1.2567948081474287,0.09677006741043462,-0.11715154601134199,0.40237975036318974,1.0784270742080315,1.1275220335538312,0.9659762291690419,1.6823656953090476,0.4384131222987995,0.21925448367625305,0.5614342997774608,910,8510,4090
101,0,7,0,0,0,-1.3424027725059868,-1.3014290857825281,1.3845426322978387,1.3014121542085106,1.2554098545249828,-0.16213434280456895,-0.08211382020340056,-0.05474203377954125,-0.23841133792592886,0.37402733715313363,0.38287111134299595,0.32213568947034105,0.6412621355952682,-0.8302737962407641,0.5670093615842668,-0.10289406781606913,910,8510,4090
101,0,8,0,0,0,-1.3392488051083387,-2.2369358123476135,1.3811023132153681,1.0021938196686884,0.9132036477618247,-0.9664667886813679,-0.06352502504928344,-0.13284348190156617,0.8516351207685368,-0.41953990456380325,-0.23809215930831287,-0.12677536699445469,-0.07328583693721713,-1.4626399900491778,-0.17527314243235037,-0.42268076681787453,910,8510,4090
101,10,1,0,0,0,0.18180538995626871,-0.6898200321519006,-0.1526613576438905,-0.20631848286326215,1.2256787920179666,0.18660818425460118,-0.5639927974010571,-0.022359282887301712,0.5100450724616156,1.4579705818870512,0.2898636813491917,0.9414381461997389,0.5563675968039231,0.6221365986443835,0.0319739038247587,0.6187860161387284,900,8500,4080
101,10,2,0,0,0,0.2145017770412307,0.1732863802468083,-0.18628140520318753,-0.18759953580376335,1.3319673011862743,0.2405358143095919,-0.21721740456813973,-0.049861290782789516,0.5255230575148215,1.4721468101700577,1.104476516289508,0.9632100153257389,0.4727602991252028,0.6874178722243479,0.15554898304251574,0.6667067768326912,900,8500,4080
101,10,3,0,0,0,-0.47757240533137646,-0.38116815458189757,0.4740247015322479,0.49247002696958,1.4182570229264382,0.5120319821109615,0.23166937835880136,-0.0667921872057809,0.5772065164630042,1.2576851606672725,0.012353869375963267,1.054400640826193,0.7034872489685814,0.7696922947200517,0.4667718204048727,0.755541746403675,900,8500,4080
101,10,4,0,0,0,-0.923881191965807,-0.6772215691938901,0.9172741569722931,0.11455850854327561,1.0967790089127136,-0.5390700058797656,0.047590237853432374,-0.10660856192908444,0.27718523146940627,1.1738651677040497,0.699398080235189,0.6507193104443196,0.4248617760194657,0.011122922975016181,-0.1560750461891588,0.18325092138550528,900,8500,4080
101,10,6,0,0,0,-0.2549715712489748,0.17695816173885143,0.19299683917480387,0.2370680342529627,1.135197781517108,0.43282926163698554,0.07611797388593956,-0.11715154601134199,0.5019821937391197,1.0284767140686966,1.067836525734715,0.9410227606700043,0.7681254235400207,0.5528540629534268,0.07422540102410387,0.50725009132708,900,8500,4080
101,10,7,0,0,0,-0.2625376305722406,0.07101146651483814,0.20065604518752803,0.2751070915087911,1.2886221945876941,0.7292184245570844,0.09155877069180918,-0.1285474120090565,0.5726139906267946,1.6557241274063443,1.2238888054875137,1.0611177100847258,0.9800322380482396,0.732795935374016,0.5687366404942205,0.6379790785832047,900,8500,4080
101,10,8,0,0,0,-0.25844467622346284,0.12402751030941073,0.19659537847683156,0.28994594386867845,1.2285608880732715,0.5705017022205952,0.06295438934145477,-0.13284348190156617,0.49267879569291967,1.46338623432823,1.1293633896082218,0.976429571893287,0.90629592042461,0.5484920837208759,0.5470630315005505,0.49672379649021897,900,8500,4080
101,20,1,0,0,0,-0.4864696112596251,-0.15493483920221915,0.539832205724804,0.4693687927625115,0.7000948099274623,0.32511203913315245,-0.5952018201860019,-0.022359282887301712,0.4285082679459152,1.0051521426393342,0.17076615363593708,0.6829228229346077,0.7679207386596905,0.207999859099845,0.3136532847574796,0.17543880516048627,890,8490,4070
101,20,2,0,0,0,-0.4911993913781109,0.15393119633351957,0.5458562286089215,0.49517385437887823,0.7319128475394405,0.29239631504768915,-0.20987450080728035,-0.049861290782789516,0.4324842523994405,0.987618753036717,0.6753872303381301,0.684365722725989,0.6027936224537416,0.2433989475455815,0.3297309916499925,0.22114971779183998,890,8490,4070
101,20,3,0,0,0,-0.584914563981454,-0.542005332815642,0.6293912529827259,0.6236739313885856,1.0691177392006748,0.6129183273432337,0.3962022800769732,-0.0667921872057809,0.5231237372128522,1.0418542060368305,0.0036397670161556935,0.8897277585790527,0.8428791644228917,0.5486420115339949,0.5845354368461742,0.559086533565563,890,8490,4070
101,20,4,0,0,0,-0.5560150137701485,-2.8046261251850884,0.5742100643547502,-1.6837987066190312,1.1107970528432298,-1.114498213383505,0.31218003495205304,-0.10660856192908444,0.2853573919058762,1.2269190704504471,0.6927561930748413,0.6785808564459329,0.07869239211748394,0.16846025350442742,-0.7299762708410855,0.4559590114177668,890,8490,4070
101,20,6,0,0,0,-1.0623361858155833,-2.585792989807427,1.0651356661225557,0.7082711460115713,1.5357491782075698,-0.07082974596671446,0.1350337358634371,-0.11715154601134199,-0.025903424484291754,0.6804769570148377,0.8409101277378879,0.6605337612203445,0.4265287073406756,-0.11054714875103247,0.052134988201740944,0.5449522796733222,890,8490,4070
101,20,7,0,0,0,-1.0735163521644842,-2.7438763192938227,1.077354950225892,0.5929757863594415,1.4706201712652252,-0.8501965977675758,0.14298320812710114,-0.0857022190287323,-0.2816837617662179,0.46300220545575704,0.47908382774373504,0.3835260340784462,-0.053783712678192014,-0.6204070102381485,-0.2522008233874049,0.37157818036254664,890,8490,4070
101,20,8,0,0,0,-1.0685084494695125,-1.4072888461286601,1.0718383045764384,0.8846388261755074,1.719328934563785,0.13542127216195093,0.07370107973094171,-0.09487711233616891,0.044507583368186235,1.1163104695952302,0.9747292845719276,0.7646453709346226,0.656088389082663,0.0421921198923119,0.468970394929456,0.6223009209271073,890,8490,4070
